Property location,price,bedrooms,yr_built,sqft_living,sqft_lot,floors,waterfront,view,Condition,grade,yr_renovated
Connecticut,449000,4,2001,2090,14141,1.5,0,0,1,8,2005
Connecticut,630000,4,2017,2240,4025,1,0,2,2,7,0
Connecticut,336000,2,2009,1180,7200,1,0,0,0,6,2019
Connecticut,299950,4,2006,1560,31299,1,0,0,2,7,0
Connecticut,352500,4,2004,1970,7451,1,0,0,2,8,0
Connecticut,150000,2,2016,840,12750,1,0,0,2,6,0
Connecticut,175000,2,2016,840,12750,1,0,0,2,6,0
Connecticut,305000,3,2017,1830,10873,1,0,0,2,8,0
Georgia,2.57E+06,4,2020,4475,20424,2,1,4,2,12,0
Connecticut,607500,3,2001,1800,4700,1,0,0,1,7,2005
California,505000,2,2011,1250,5040,1,0,0,0,7,2019
Connecticut,280500,3,2004,2440,10179,1,0,0,2,7,0
Florida,610000,3,2018,2910,12283,2,0,2,2,10,0
Hawaii,381000,5,2003,3060,6895,2,0,0,0,8,2020
Connecticut,482000,5,2010,2230,9600,1,0,0,0,8,2019
Connecticut,379950,3,2010,1270,6900,1,0,0,0,7,2019
Connecticut,2.50E+06,4,2016,4300,19844,2,0,0,2,11,0
California,425000,3,2018,1580,39189,1,0,0,2,7,0
Connecticut,580000,4,2011,2570,36465,2,0,0,0,8,2019
California,605000,2,2000,860,6510,1,0,0,0,7,2017
California,194000,1,2007,820,1060,1,0,0,2,8,0
Connecticut,546200,4,2021,2090,8579,2,0,0,2,8,0
Arizona,1.40E+06,4,2014,3560,16782,2,0,0,2,10,0
Connecticut,315000,3,2003,1860,9629,1,0,0,0,7,2020
Connecticut,465000,3,2001,900,8690,1.5,0,0,1,6,2005
Connecticut,330000,2,2004,1160,32251,1,0,0,2,6,0
Georgia,795000,4,2019,3100,7501,2,0,0,2,10,0
Connecticut,265000,4,2010,2300,9100,1,0,0,0,7,2019
Connecticut,1.30E+06,4,2017,3110,11857,2,0,4,2,11,0
Connecticut,126500,3,2002,1130,12212,1,0,0,0,6,2020
Arizona,760000,4,2004,2920,7901,2,0,0,2,9,0
Georgia,540000,2,2009,1230,1569,2,0,0,0,9,2019
Connecticut,446000,5,2010,2190,12687,1,0,0,0,7,2019
California,170000,1,2004,850,5600,1,0,2,2,6,0
California,379000,3,2008,1500,7420,1,0,0,0,7,2019
California,1.40E+06,1,2009,4620,5508,2.5,0,0,0,11,2019
Arizona,800000,4,2004,3150,7035,2,0,0,2,9,0
Connecticut,260000,3,2004,1300,10139,1,0,0,2,7,0
Connecticut,820000,5,2002,3160,8000,1,0,0,0,7,2020
Georgia,449950,3,2020,2070,96703,1,0,3,2,7,0
Connecticut,392000,3,2009,1790,7125,1,0,0,0,7,2019
Georgia,465000,3,2020,1650,4636,2,0,0,2,8,0
Connecticut,449950,4,2010,2070,7312,1,0,0,0,7,2019
California,520000,3,2016,1580,8841,1.5,0,0,2,7,0
Connecticut,546800,4,2009,2170,10000,1,0,0,0,8,2019
Connecticut,825000,4,2001,2220,11925,1,0,0,1,7,2005
Connecticut,337000,3,2016,1440,11364,1,0,0,2,7,0
Connecticut,333000,2,2002,720,6686,1,0,0,0,6,2020
Arizona,380000,2,2004,1120,780,2,0,0,2,8,0
California,280000,3,2018,1970,8426,2,0,0,2,8,0
Connecticut,202000,3,2017,1420,9081,1,0,0,2,6,0
Georgia,585000,4,2001,2250,4119,2,0,0,1,8,2005
Connecticut,435000,4,2002,2630,9663,1,0,1,0,8,2020
Hawaii,1.20E+06,4,2003,4740,172497,2,0,0,0,11,2020
California,364000,2,2018,1280,2574,2,0,0,2,7,0
Connecticut,300000,3,2006,1260,8280,1,0,0,2,6,0
Georgia,558000,2,2006,1930,4601,1,0,0,2,8,0
Connecticut,199950,1,2002,1048,4800,1,0,0,0,7,2020
Connecticut,515000,3,2004,1640,8400,1,0,0,2,8,0
Arizona,590000,4,2004,2380,4950,2,0,0,2,8,0
Connecticut,813500,4,2005,2530,15520,1,0,0,2,8,0
California,725000,4,2018,2700,25870,2,0,0,2,8,0
Connecticut,490000,3,2008,2330,3600,1.5,0,0,0,8,2019
Florida,277000,3,2018,2160,9612,2,0,0,2,7,0
Connecticut,325000,4,2010,1470,70800,1,0,0,0,7,2019
Florida,649800,4,2018,2280,9827,2,0,0,2,8,0
California,425000,3,2004,1280,3200,1.5,0,0,2,7,0
Connecticut,460000,2,2009,850,4650,1,0,0,0,7,2019
Connecticut,750000,3,2016,4610,81935,2,0,0,2,9,0
Connecticut,469000,5,2002,2690,11745,1,0,0,0,8,2020
Connecticut,566000,4,2001,2440,5000,1,0,0,1,8,2005
Florida,407500,3,2019,1930,10460,2,0,0,2,8,0
Connecticut,353500,2,2002,800,8775,1,0,0,0,6,2020
Connecticut,524000,3,2009,2430,73151,1,0,0,0,8,2019
Florida,264950,4,2018,1990,9656,2,0,0,2,7,0
Connecticut,547500,3,2017,2550,10355,2,0,0,2,9,0
Florida,264500,3,2018,1370,7087,2,0,0,2,7,0
Connecticut,507500,3,2004,2020,8118,1,0,0,2,7,0
Georgia,560000,3,2006,1560,2198,2,0,0,2,8,0
Florida,995000,5,2019,5610,22529,2,0,0,2,11,0
California,835000,6,2002,3560,5120,2.5,0,2,0,9,2020
Connecticut,440000,3,2009,2120,6290,1,0,0,0,8,2019
Connecticut,1.02E+06,3,2001,2920,5629,1,0,2,1,8,2005
Connecticut,300000,2,2007,1340,7788,1,0,2,2,7,0
California,125000,3,2010,1230,4800,1.5,0,0,0,6,2019
California,986000,4,2007,2840,5900,2,0,0,2,10,0
Connecticut,315000,4,2000,2080,5650,1,0,0,0,7,2017
Florida,320000,4,2019,2070,7007,2,0,0,2,7,0
Hawaii,972000,4,2003,4010,13797,2,0,0,0,11,2020
Connecticut,760000,3,2002,2190,10000,1,0,0,0,7,2020
California,265000,4,2011,1730,7264,2,0,0,0,6,2019
Connecticut,355000,2,2008,1250,4558,1,0,0,0,7,2019
Connecticut,300000,3,2021,1300,20812,1,0,0,2,6,0
Connecticut,474950,5,2009,2080,8347,1,0,0,0,7,2019
Connecticut,470000,4,2010,2180,17180,2,0,0,0,7,2019
Connecticut,437500,3,2007,1630,16393,1,0,0,2,7,0
Connecticut,520000,2,2017,1840,3825,1,0,0,2,8,0
Connecticut,237600,2,2000,1370,11584,1,0,0,0,6,2017
California,162950,2,2008,950,2784,1,0,0,0,8,2019
California,457000,3,2004,1690,6375,1,0,0,2,8,0
Connecticut,635000,3,2011,1780,11000,1,0,0,0,8,2019
California,735000,4,2018,2840,4120,1.5,0,0,2,8,0
California,910000,2,2018,2000,5150,2,0,4,2,9,0
Georgia,346500,3,2006,1570,2048,2,0,0,2,8,0
Connecticut,655000,4,2016,2370,9517,1,0,0,2,9,0
Connecticut,425000,3,2010,1610,144619,1,0,0,0,7,2019
Connecticut,137000,3,2002,1300,10125,1,0,0,0,6,2020
Connecticut,557500,3,2017,2620,11056,2,0,0,2,9,0
California,415000,4,2018,3060,48787,2,0,0,2,8,0
Connecticut,830000,5,2010,2780,10192,2,0,0,0,9,2019
Connecticut,949000,4,2018,4270,85643,2,0,0,2,11,0
Connecticut,420000,3,2017,1310,3963,1,0,0,2,7,0
Connecticut,353000,2,2000,1100,7500,1,0,0,0,7,2017
Connecticut,560000,3,2011,1480,383328,1.5,0,0,0,8,2019
Georgia,445700,3,2001,1270,1180,3,0,0,1,8,2005
California,226000,4,2010,1270,6459,1.5,0,0,0,7,2019
Connecticut,358000,3,2002,890,9870,1,0,0,0,7,2020
Connecticut,501000,3,2001,1480,8667,1,0,0,1,7,2005
California,609000,4,2008,3240,23870,1,0,0,0,9,2019
Hawaii,734950,4,2002,4280,47179,2,0,0,0,10,2020
Connecticut,725000,5,2007,3210,12000,1,0,0,2,8,0
Connecticut,350500,3,2009,1870,7200,1,0,0,0,7,2019
Connecticut,610000,5,2004,3990,3839,1,0,0,2,8,0
Connecticut,605125,2,2000,1160,5029,1,0,0,0,7,2017
Connecticut,1.39E+06,4,2007,2940,20384,2,0,0,2,9,0
Connecticut,550000,3,2012,1850,37264,2,0,0,0,8,2019
Hawaii,335000,2,2003,1060,1202,2,0,0,0,7,2020
Connecticut,397000,3,2007,1100,9165,1,0,0,2,7,0
Florida,240000,3,2018,1190,10299,1,0,0,2,7,0
Connecticut,240000,3,2007,1030,11118,1,0,0,2,7,0
Connecticut,262500,2,2009,1140,14373,1,0,0,0,7,2019
Connecticut,440000,3,2000,2260,5300,1,0,0,0,7,2017
California,160000,3,2007,1140,3240,1.5,0,0,2,6,0
California,427000,4,2003,1860,4736,1.5,0,0,0,7,2020
Hawaii,920000,4,2005,4080,10666,2,0,0,2,9,0
California,2.30E+06,4,2008,3280,7100,2,0,4,0,10,2019
Connecticut,480000,4,2010,2870,35757,2,0,0,0,9,2019
Connecticut,615000,4,2010,2300,11700,1,0,0,0,9,2019
California,736500,3,2009,2230,4800,1.5,0,0,0,7,2019
Arizona,542500,3,2004,1920,1649,2.5,0,0,2,8,0
California,191000,2,2000,700,5000,1,0,0,0,6,2017
Connecticut,730000,4,2018,2740,11975,2,0,0,2,8,0
California,1.23E+06,5,2003,3440,5000,2,0,2,0,9,2020
Connecticut,129000,1,2006,650,15364,1,0,0,2,5,0
Connecticut,284000,3,2002,1500,10018,1,0,0,0,7,2020
Hawaii,645000,3,2003,2490,5978,2,0,0,0,9,2020
Connecticut,218000,3,2007,1330,7600,1,0,0,2,7,0
Georgia,675000,4,2020,3190,6875,2,0,2,2,8,0
Connecticut,575000,3,2016,1590,2910,2,0,0,2,7,0
Connecticut,225000,2,2000,830,5720,1,0,0,0,6,2017
Connecticut,626000,3,2017,1810,5107,2,0,0,2,8,0
Georgia,499950,4,2001,2910,20067,2,0,0,1,9,2005
Connecticut,405000,4,2002,2180,13529,1,0,0,0,7,2020
Connecticut,152500,3,2007,1090,3523,1,0,0,2,6,0
Florida,325000,4,2018,2160,6825,2,0,0,2,8,0
Connecticut,475300,3,2016,2110,10005,1,0,0,2,7,0
Connecticut,485000,3,2006,2180,7318,1,0,0,2,7,0
California,720000,3,2011,2100,2200,2,0,0,0,7,2019
Connecticut,465000,3,2016,1410,6886,1,0,0,2,7,0
California,489000,3,2017,1020,9072,1,0,0,2,7,0
Georgia,3.10E+06,5,2006,5090,23669,2,0,0,2,12,0
Connecticut,288000,3,2010,2090,7500,1,0,0,0,7,2019
Connecticut,225000,3,2007,1350,9793,1,0,0,2,7,0
California,499000,3,2000,2650,11774,1,0,1,0,8,2017
Connecticut,632000,5,2016,3520,36558,2,0,0,2,8,0
California,580000,3,2018,2040,4627,2,0,0,2,8,0
California,730000,4,2008,2340,5000,2,0,0,0,8,2019
Georgia,325000,4,2019,1770,7799,2,0,0,2,7,0
Connecticut,421000,3,2005,1100,8662,1,0,0,2,7,0
Georgia,316000,3,2019,1490,4078,2,0,0,2,8,0
California,415000,2,2009,1460,4200,1,0,0,0,6,2019
Hawaii,401000,3,2003,1350,2839,2,0,0,0,7,2020
Connecticut,229950,3,2004,1030,12700,1,0,0,2,5,0
Connecticut,539950,3,2006,1820,9875,1,0,0,2,8,0
California,335000,3,2011,1170,5360,1,0,0,0,6,2019
Arizona,339000,3,2004,1450,3748,2,0,0,2,7,0
California,414950,4,2010,2200,8545,1,0,0,0,7,2019
Connecticut,650000,4,2006,1610,8976,1,0,0,2,8,0
Florida,445000,3,2018,2690,21883,2,0,0,2,8,0
Connecticut,295000,3,2009,1850,7800,2,0,0,0,9,2019
California,975000,4,2008,2250,3600,2,0,0,0,9,2019
Connecticut,296500,3,2003,1580,10100,1,0,0,0,7,2020
Connecticut,440000,4,2011,2030,56192,1,0,0,0,8,2019
Connecticut,420000,5,2004,1890,10880,1,0,0,2,7,0
Florida,302000,3,2018,2140,9492,2,0,0,2,8,0
Connecticut,350000,4,2017,1770,7336,1,0,0,2,8,0
Connecticut,667000,3,2018,3320,478288,1.5,0,3,2,8,0
Connecticut,645000,3,2001,1640,4218,1,0,0,1,7,2005
Connecticut,430000,4,2017,1820,5400,1,0,0,2,7,0
Connecticut,413000,4,2016,1410,6000,1,0,0,2,7,0
Connecticut,420000,3,2007,1240,7300,1,0,0,2,7,0
Connecticut,495000,3,2011,1780,8050,1,0,0,0,7,2019
Arizona,2.19E+06,4,2004,4240,13162,2,0,0,2,10,0
Connecticut,965000,4,2017,3570,17411,2,0,0,2,10,0
Georgia,500000,4,2008,1900,5001,1,0,0,0,8,2019
California,636100,3,2011,1010,6000,1.5,0,0,0,7,2019
Connecticut,720000,4,2017,2870,12648,2,0,0,2,9,0
Connecticut,298000,3,2004,1620,12825,1,0,0,2,8,0
Connecticut,409000,2,2016,1480,4000,1,0,0,2,6,0
Hawaii,370000,4,2005,2650,5706,2,0,0,2,9,0
Connecticut,230000,5,2006,1410,9000,1,0,0,2,7,0
California,290000,3,2000,1360,6685,1,0,0,0,7,2017
Connecticut,420000,4,2010,2930,9840,1,0,0,0,8,2019
Florida,917000,4,2018,3500,10891,2,0,2,2,10,0
Hawaii,957000,5,2005,3160,5000,2,0,2,2,10,0
Connecticut,482000,3,2017,1710,21485,2,0,0,2,7,0
Connecticut,488000,3,2017,2180,14734,2,0,0,2,9,0
Arizona,760369,5,2014,2870,4712,2,0,0,2,9,0
Connecticut,170000,2,2000,1500,18540,1,0,0,0,8,2017
Connecticut,625000,3,2010,2120,10021,1,0,0,0,8,2019
Connecticut,357000,3,2010,1590,6750,1,0,0,0,7,2019
Connecticut,583000,3,2017,1830,8276,1,0,0,2,8,0
Connecticut,173250,3,2001,1210,9097,1,0,0,1,7,2005
Connecticut,414050,4,2002,1590,10331,1.5,0,0,0,7,2020
Connecticut,400000,3,2017,1050,6150,1.5,0,0,2,6,0
Connecticut,537000,3,2016,1550,27003,1.5,0,0,2,8,0
Connecticut,465000,4,2010,2070,7500,2,0,0,0,7,2019
Connecticut,425000,3,2007,1740,9682,1,0,0,2,8,0
Connecticut,445000,4,2000,1700,21780,1,0,0,0,6,2017
Connecticut,179950,2,2002,1200,9000,1,0,0,0,6,2020
Florida,275000,3,2019,1710,7230,2,0,0,2,7,0
Florida,190000,4,2018,1840,13493,2,0,0,2,7,0
Connecticut,385000,3,2016,1900,5520,1,0,0,2,7,0
Connecticut,303000,4,2017,2300,9583,1,0,0,2,6,0
Connecticut,165000,3,2006,970,7503,1,0,0,2,6,0
Connecticut,600000,2,2004,1270,5000,1,0,0,2,6,0
Connecticut,710000,3,2010,3130,65775,2,0,0,0,8,2019
Connecticut,875000,5,2017,4230,21455,2,0,0,2,10,0
Florida,269950,3,2019,1480,9743,2,0,0,2,7,0
Georgia,838000,4,2001,3310,42998,2,0,0,1,9,2005
Connecticut,670500,4,2000,1590,6750,1,0,0,0,7,2017
Connecticut,420000,4,2002,1690,9391,1,0,0,0,7,2020
California,370000,3,2000,1690,161913,1,0,0,0,7,2017
Connecticut,360000,3,2002,1500,7200,1,0,0,0,7,2020
Connecticut,562500,4,2018,2320,8721,2,0,0,2,8,0
Connecticut,360500,3,2003,3300,11525,1,0,0,0,8,2020
Hawaii,389999,3,2003,1445,1471,2,0,0,0,7,2020
Connecticut,450000,4,2006,1890,13140,1,0,0,2,7,0
Connecticut,247500,4,2004,1760,8400,1,0,0,2,7,0
Connecticut,208000,3,2008,1050,6240,1,0,0,0,5,2019
Florida,455000,3,2018,1980,7309,2,0,0,2,7,0
Connecticut,379400,4,2000,2120,7680,1,0,0,0,7,2017
California,190000,3,2006,760,40039,1,0,0,2,6,0
Connecticut,326188,3,2010,1300,8800,1,0,0,0,7,2019
Georgia,168000,2,2019,1160,2174,2,0,0,2,7,0
Hawaii,314000,4,2003,2340,8990,2,0,0,0,8,2020
Georgia,630000,4,2000,2710,37277,2,0,0,0,9,2017
Connecticut,550000,3,2002,1440,8957,1,0,0,0,7,2020
Connecticut,530000,4,2012,1980,15086,2,0,0,0,8,2019
Connecticut,637500,3,2006,1680,10685,1,0,0,2,7,0
Georgia,400000,3,2020,1390,2815,2,0,0,2,8,0
Connecticut,700000,5,2000,3100,9825,2,0,2,0,8,2017
Connecticut,272000,3,2018,1680,8512,2,0,0,2,7,0
Arizona,600000,4,2004,2710,6474,2,0,0,2,8,0
Connecticut,450600,2,2003,840,7020,1.5,0,0,0,7,2020
Connecticut,550000,3,2017,2090,8095,2,0,2,2,10,0
Connecticut,225000,3,2021,1120,8407,1,0,0,2,6,0
Connecticut,132825,3,2007,1210,5200,1,0,0,2,6,0
Connecticut,219950,3,2007,1210,5200,1,0,0,2,6,0
Connecticut,580000,5,2005,1940,6000,1,0,0,2,7,0
Connecticut,568000,3,2011,1930,213008,1,0,2,0,7,2019
Connecticut,406000,3,2017,1270,6017,1,0,0,2,7,0
Connecticut,469000,3,2017,1680,2400,1.5,0,0,2,7,0
Georgia,415000,3,2000,2090,6045,2,0,0,0,8,2017
Connecticut,390000,3,2002,1000,13991,1,0,0,0,7,2020
Connecticut,251000,3,2006,1350,10125,1,0,0,2,8,0
Georgia,750000,3,2001,3280,6750,2,0,1,1,9,2005
Connecticut,845000,4,2017,2390,5071,2,0,0,2,9,0
Connecticut,350000,3,2006,1860,17640,1,0,0,2,7,0
Connecticut,322000,3,2004,1380,5864,1,0,0,2,7,0
California,664500,4,2010,3070,9210,2,0,0,0,8,2019
California,988000,3,2016,2190,3800,1.5,0,2,2,8,0
California,625000,2,2000,1990,4000,1,0,0,0,7,2017
Connecticut,675000,2,2000,930,36478,1,0,2,0,6,2017
Connecticut,503000,3,2006,2070,9827,1,0,0,2,7,0
Connecticut,431000,4,2002,2170,10500,1,0,2,0,8,2020
Connecticut,250000,3,2005,1910,10230,1,0,0,2,7,0
Georgia,268500,4,2006,2100,4237,2,0,0,2,8,0
California,1.07E+06,6,2000,3560,21400,2,0,4,0,9,2017
Georgia,295000,4,2001,2290,4539,2,0,0,1,7,2005
Connecticut,780000,3,2010,2130,11782,1,0,0,0,8,2019
Georgia,354000,3,2020,2160,15817,2,0,0,2,8,0
Connecticut,305000,2,2009,860,7250,1,0,0,0,6,2019
Hawaii,733000,5,2005,2880,4425,2,0,0,2,8,0
Connecticut,640000,4,2007,2100,11894,1,0,0,2,8,0
Connecticut,840000,4,2008,2360,9600,1,0,2,0,8,2019
Connecticut,1.48E+06,5,2021,3680,10300,1.5,0,0,2,10,0
California,525000,3,2000,1560,8100,1,0,0,0,8,2017
Connecticut,625000,4,2006,1680,11180,1,0,0,2,7,0
Arizona,350000,3,2015,1380,3600,3,0,0,2,8,0
California,650000,4,2007,2610,4160,3,0,0,2,8,0
Connecticut,435000,2,2000,870,4000,1,0,2,0,7,2017
Connecticut,660000,3,2001,1210,9622,1,0,1,1,8,2005
Connecticut,350000,3,2007,1150,12877,1,0,0,2,6,0
Connecticut,435000,3,2006,3110,6000,1,0,2,2,8,0
Connecticut,375900,6,2002,2550,33740,1,0,0,0,8,2020
Connecticut,272000,3,2016,2430,10500,1,0,0,2,8,0
Connecticut,233000,3,2011,1460,7800,1,0,0,0,7,2019
California,500000,4,2009,1330,5750,1.5,0,2,0,7,2019
Connecticut,540000,4,2010,2040,9322,1,0,0,0,8,2019
Hawaii,712000,3,2002,2375,4094,2,0,0,0,9,2020
Hawaii,425000,4,2005,2480,4504,2,0,0,2,7,0
Connecticut,242000,3,2004,1580,6099,1,0,0,2,7,0
Connecticut,515000,5,2010,2740,9629,1,0,0,0,7,2019
Connecticut,415000,4,2007,1920,7700,2,0,0,2,7,0
Connecticut,375000,3,2010,2200,9600,1,0,3,0,8,2019
Connecticut,182500,3,2008,910,7194,1,0,0,0,7,2019
Connecticut,310000,3,2004,1860,10379,1,0,0,2,7,0
Connecticut,360000,3,2007,1510,6000,1,0,0,2,7,0
Arizona,889000,4,2004,3920,9555,2,0,0,2,9,0
California,450500,2,2000,1330,3698,1,0,0,0,7,2017
Connecticut,342000,4,2013,1964,3541,2,0,0,0,9,2019
Florida,413000,3,2019,1520,3451,1,0,0,2,8,0
Hawaii,960000,5,2005,3720,15200,2,0,0,2,10,0
Connecticut,180000,2,2007,770,9370,1,0,0,2,7,0
Florida,770000,4,2018,3210,14910,2,0,0,2,10,0
Florida,224400,3,2018,1070,7200,1,0,0,2,7,0
Connecticut,280000,3,2002,1430,8861,1,0,0,0,7,2020
Georgia,500000,3,2000,1670,2575,2,0,0,0,8,2017
Connecticut,153000,2,2003,710,9000,1,0,0,0,6,2020
California,385000,3,2012,1920,4833,1,0,0,0,7,2019
Connecticut,325000,2,2007,750,5534,1,0,0,2,7,0
Arizona,315000,4,2004,2210,4191,2,0,0,2,7,0
Florida,294999,4,2018,1660,9760,2,0,0,2,7,0
Connecticut,175000,3,2004,1910,17003,1.5,0,0,2,8,0
Connecticut,299000,3,2004,1910,17003,1.5,0,0,2,8,0
Connecticut,146000,2,2019,780,9750,1,0,0,2,6,0
Connecticut,290000,3,2004,1650,10336,1,0,0,2,7,0
Hawaii,1.78E+06,3,2005,3230,7800,2,0,3,2,10,0
California,367500,2,2011,810,4800,1,0,0,0,6,2019
Florida,535000,4,2018,2750,15099,2,0,0,2,8,0
Georgia,334999,3,2019,1650,13816,2,0,0,2,7,0
Connecticut,655000,3,2000,1960,5520,1,0,0,0,7,2017
Connecticut,1.30E+06,4,2016,2790,10125,1.5,0,0,2,8,0
Connecticut,480000,4,2010,2230,11200,1,0,0,0,7,2019
Connecticut,465000,3,2001,1280,4720,1,0,0,1,7,2005
Connecticut,297950,3,2006,1240,10800,1,0,0,2,7,0
California,590000,3,2009,1860,3600,1.5,0,0,0,7,2019
Connecticut,805000,4,2000,2410,6000,1,0,0,0,8,2017
Connecticut,204250,3,2016,1960,7708,1,0,0,2,7,0
Florida,500000,3,2018,1710,4561,2,0,0,2,8,0
Connecticut,490000,4,2010,3480,12696,1,0,0,0,9,2019
Connecticut,2.50E+06,4,2000,3480,14850,1,0,4,0,9,2017
Connecticut,750000,3,2017,2960,69351,2,1,3,2,9,0
Hawaii,405000,4,2002,2670,20894,2,0,0,0,9,2020
Connecticut,209995,2,2001,700,7303,1,0,0,1,5,2005
Georgia,680000,4,2019,2830,8399,2,0,0,2,9,0
Connecticut,355000,3,2008,1120,7740,1,0,0,0,6,2019
Connecticut,280000,2,2002,1310,6600,1,0,0,0,6,2020
Connecticut,385000,3,2010,1710,11500,1,0,0,0,7,2019
Connecticut,505000,4,2004,2200,9778,1,0,0,2,8,0
Connecticut,429900,4,2018,3310,8897,2,0,0,2,9,0
Connecticut,560000,4,2017,2280,9874,2,0,0,2,9,0
Connecticut,231000,3,2010,1640,4875,1,0,0,0,7,2019
Connecticut,135000,2,2003,750,5217,1,0,0,0,6,2020
Connecticut,800000,4,2001,3520,4895,1,0,0,1,8,2005
Hawaii,420000,3,2002,2720,8622,2,0,0,0,8,2020
Connecticut,360000,3,2004,1660,9600,1,0,0,2,7,0
California,642000,4,2018,2560,8780,2,0,0,2,9,0
Connecticut,379950,3,2016,1080,5077,1,0,0,2,7,0
Connecticut,745000,3,2002,2050,11041,1.5,0,0,0,9,2020
California,630000,4,2017,2670,3240,1.5,0,0,2,9,0
Connecticut,250000,3,2016,1730,7200,2,0,0,2,7,0
Connecticut,275000,3,2007,990,9798,1,0,0,2,7,0
Connecticut,435000,6,2002,3560,4290,1,0,0,0,7,2020
Connecticut,175000,2,2001,700,8174,1,0,0,1,5,2005
Connecticut,560000,4,2004,1880,3880,1.5,0,0,2,7,0
Connecticut,325000,4,2002,1870,9680,1,0,0,0,7,2020
California,1.19E+06,3,2006,2500,5568,2,0,0,2,9,0
Connecticut,399950,3,2017,2570,10431,2,0,0,2,9,0
Connecticut,752000,4,2018,2940,10382,2,0,0,2,9,0
Hawaii,1.20E+06,4,2003,3930,43560,2,0,0,0,10,2020
Connecticut,400000,4,2000,2150,11026,1,0,0,0,7,2017
California,240000,3,2002,1330,6000,1,0,0,0,7,2020
Hawaii,640000,5,2003,3220,4759,2,0,0,0,8,2020
Georgia,564450,3,2019,2710,6174,2,0,0,2,9,0
Connecticut,300000,3,2008,1630,82764,1,0,0,0,6,2019
Hawaii,286000,3,2003,1680,4226,2,0,0,0,8,2020
Arizona,531800,3,2004,1930,5344,2,0,0,2,7,0
Connecticut,502000,4,2010,2140,10943,1,0,0,0,7,2019
Connecticut,993500,4,2007,4070,23321,2,0,0,2,10,0
Connecticut,450000,3,2001,1350,10000,1,0,0,1,7,2005
Georgia,997950,4,2008,4270,117176,2,0,0,0,9,2019
California,526000,3,2008,1320,5250,1.5,0,0,0,7,2019
Connecticut,335000,3,2000,2100,8298,1,0,0,0,7,2017
Connecticut,187250,2,2017,710,14700,1,0,0,2,6,0
Connecticut,735000,3,2008,2350,6000,1,0,0,0,7,2019
Connecticut,425000,3,2000,1180,8400,1,0,0,0,7,2017
Connecticut,110000,3,2005,1250,53143,1,0,0,2,6,0
Florida,305000,3,2018,1490,7697,1,0,0,2,7,0
Connecticut,212000,3,2004,1000,9450,1,0,0,2,6,0
Connecticut,1.38E+06,5,2011,4050,18827,1,0,2,0,10,2019
Connecticut,298950,5,2004,2300,11505,1,0,0,2,8,0
Connecticut,525000,3,2010,1330,8136,1,0,0,0,7,2019
Arizona,707000,4,2004,3200,7081,2,0,0,2,9,0
Florida,695000,3,2018,2590,12063,2,0,0,2,10,0
Florida,796500,3,2018,2590,12063,2,0,0,2,10,0
Connecticut,420000,4,2008,2030,8100,1,0,0,0,7,2019
Connecticut,625000,5,2001,2700,21208,1,0,0,1,8,2005
Connecticut,620000,3,2002,1670,9900,1,0,0,0,8,2020
Connecticut,1.45E+06,5,2001,3090,19865,1,0,0,1,9,2005
Connecticut,549950,5,2016,2650,54380,2,0,0,2,9,0
Connecticut,275000,4,2003,1440,10920,1,0,0,0,5,2020
Connecticut,705000,3,2011,2820,7200,1,0,3,0,9,2019
Connecticut,197000,3,2010,1690,7735,1,0,0,0,7,2019
Connecticut,265000,3,2018,1420,8126,1,0,0,2,8,0
Connecticut,297000,4,2000,1790,5341,1,0,0,0,7,2017
Connecticut,207500,3,2007,1320,12528,1,0,0,2,7,0
Arizona,410000,3,2014,1509,1418,3,0,0,2,8,0
Florida,268000,3,2018,1610,8416,1,0,0,2,7,0
Connecticut,330000,4,2006,1550,50094,1,0,3,2,6,0
California,417500,3,2010,1160,7491,1,0,0,0,6,2019
Connecticut,760000,4,2011,2500,8500,2,0,0,0,8,2019
Florida,499000,3,2018,1540,1326,3,0,0,2,8,0
Connecticut,620000,4,2021,1910,7683,2,0,0,2,8,0
California,315000,3,2018,2340,6837,2,0,0,2,7,0
Florida,624950,3,2018,2060,4730,2,0,0,2,8,0
Connecticut,525000,3,2003,1960,12350,1,0,0,0,7,2020
Connecticut,300000,2,2016,1150,3927,2,0,0,2,7,0
Connecticut,299900,4,2010,2330,7200,1,0,0,0,8,2019
Connecticut,299000,3,2006,2210,10119,1,0,0,2,7,0
Connecticut,1.88E+06,4,2007,3260,19542,1,0,0,2,10,0
Connecticut,265000,4,2002,1900,10588,1,0,0,0,6,2020
Connecticut,280000,2,2008,1610,158558,1.5,0,0,0,6,2019
Connecticut,124740,3,2010,1340,15600,1,0,0,0,6,2019
Connecticut,1.09E+06,3,2002,3170,34850,1,0,0,0,9,2020
Connecticut,1.97E+06,1,2002,4440,6480,2,0,3,0,10,2020
Connecticut,219000,4,2008,1370,5339,1.5,0,0,0,6,2019
Connecticut,569950,5,2017,1420,6250,1.5,0,0,2,8,0
Connecticut,212500,2,2019,1030,21712,1,0,0,2,6,0
Connecticut,680000,3,2002,1820,8316,1,0,0,0,7,2020
California,1.46E+06,4,2007,2650,6900,2,0,0,2,9,0
Connecticut,300000,3,2008,910,7700,1,0,0,0,7,2019
Arizona,629950,3,2014,1680,1683,2,0,0,2,9,0
Connecticut,349900,2,2007,1550,9230,1,0,0,2,6,0
